time_spent_weekly,quiz_score_avg,forum_posts,video_watched_percent,assignments_submitted,login_frequency,session_duration_avg,device_type,course_difficulty,region,engagement_level
252.08257621547102,81.57548065972517,4,66.15488986758717,8,4,24.632521152897592,Mobile,Easy,Rural,Low
281.4341023336183,27.27186069054887,1,32.387311571796396,9,2,60.12531274785724,Desktop,Medium,Urban,Low
189.36650259939717,87.23148550558156,4,48.495515476910356,5,3,48.060160209817475,Desktop,Medium,Urban,Low
180.37933759193294,43.904293318328506,2,75.76104111474103,0,4,58.047544244738795,Desktop,Medium,Suburban,Low
381.2525822394198,64.56338587895301,1,64.80927864074786,8,10,34.94394330534052,Mobile,Easy,Rural,Low
435.6240028570823,53.20495158060784,5,50.91700514623482,5,2,32.63342343307838,Desktop,Medium,Urban,Low
292.7989878419666,50.57977786418641,6,53.61996814460335,3,1,29.822446081952133,Tablet,Easy,Rural,Low
400.35328978920245,87.41240181067779,1,64.96887060985836,3,4,42.2886363304466,Desktop,Easy,Rural,Medium
336.1636025047634,62.98448198032163,7,20.469178230972904,2,9,48.48669431381865,Mobile,Medium,Urban,Medium
235.48802453948758,75.19755822596073,4,26.28078947628879,6,6,36.84262699188852,Desktop,Medium,Urban,Low
336.1395605508414,69.29619131681224,3,90.50064542104093,2,10,68.47236873497604,Mobile,Easy,Suburban,Medium
453.8036566465969,77.15561240834683,3,26.23031912730326,1,6,35.36778310678963,Desktop,Medium,Rural,Medium
296.41739608900485,71.15232836590383,0,76.54428769684041,9,4,48.73194203218777,Mobile,Hard,Suburban,Low
456.4643655814006,50.755116637171454,3,93.60305312872421,7,4,31.754353665046764,Desktop,Easy,Urban,Medium
50.0,84.94400229170711,3,41.65468834413849,3,9,34.9032000376353,Desktop,Medium,Urban,Medium
382.19025043752237,62.593651252580315,1,49.63931496476114,7,5,43.704936144781286,Mobile,Easy,Urban,Low
308.7047068238171,46.651271520103734,0,65.5137124675773,0,4,32.510459088950725,Desktop,Medium,Suburban,Low
270.09926495341324,63.578272585511314,2,90.53671757108677,4,2,46.34123172089286,Desktop,Easy,Urban,Low
309.17607765355024,92.51139685951466,4,95.35244698083362,8,5,51.60376370433603,Desktop,Hard,Suburban,Medium
101.24310853991071,82.7533261317024,6,79.16505984890145,0,4,61.40061643545292,Mobile,Medium,Urban,Medium
278.03281121624883,64.7702179838821,3,26.929580868375524,3,5,28.801455856623942,Desktop,Medium,Urban,Low
335.71125715117466,64.76113443522357,3,73.53233244278806,5,2,47.51763458373468,Mobile,Easy,Urban,Low
447.78940447415164,65.17547423173926,2,52.82429774981296,9,6,44.070778117625736,Desktop,Hard,Urban,Low
248.17297817263525,100.0,1,57.656079959284924,7,5,17.277281108111215,Desktop,Hard,Rural,Low
219.15063971068122,75.7290317834733,0,23.931871227614163,2,4,28.068193551081336,Mobile,Medium,Urban,Low
249.82429564154634,76.45062470786604,2,35.28497114770865,4,4,52.1242092882803,Desktop,Hard,Suburban,Low
391.5402117702074,85.45425181047763,6,83.24108860269182,6,2,24.710147790230256,Mobile,Easy,Urban,Medium
332.8751109659685,73.5818373853977,6,56.31670664382878,0,4,43.89869278967843,Desktop,Medium,Urban,Low
247.02397962329613,66.11436781268945,3,44.13297933049191,6,6,13.163362547620594,Desktop,Medium,Urban,Low
351.32674331133563,67.05475226372532,3,50.72152591719665,7,5,43.455714481090354,Mobile,Medium,Urban,Low
309.70775493480403,68.92598110878905,2,88.35196106605441,7,7,14.197366331709041,Mobile,Hard,Urban,Medium
396.8644990532889,69.44166645235238,5,79.91992139239656,8,1,35.93132185940594,Mobile,Easy,Rural,Low
229.79469061226476,80.9144431545547,3,41.78523177448662,5,2,38.43391917326286,Mobile,Easy,Urban,Low
267.23378534022316,70.77918828710949,2,29.400147216989865,5,5,46.84538343792233,Desktop,Easy,Urban,Low
260.7891846867842,80.98960115823368,2,40.15985773152573,1,6,41.211733201352295,Desktop,Hard,Rural,Low
153.64850518678816,68.78925129837127,2,93.6605160843787,2,8,26.46149181061584,Desktop,Hard,Urban,Medium
329.6120277064576,71.17952785474137,3,66.52710702798043,3,5,26.74177513296781,Mobile,Medium,Suburban,Low
326.10552721798894,40.026989732018386,1,62.67841669958263,3,9,20.78837096600982,Mobile,Medium,Urban,Low
300.5113456642461,83.74491512053723,6,67.71148797539692,7,1,48.097282566351744,Desktop,Medium,Urban,Medium
276.54128666248533,75.19732713846989,4,49.282261259721224,0,3,47.43529797393356,Desktop,Medium,Suburban,Low
158.46292579495858,84.97015164789478,6,84.56856162556102,9,5,55.04112322175724,Desktop,Easy,Rural,Medium
257.9354677234641,26.556169327094658,2,61.862899944019986,3,4,37.4978752044506,Tablet,Medium,Urban,Low
265.72854834732306,100.0,5,29.33983222150364,3,2,18.984849169134183,Mobile,Medium,Urban,Low
219.77227307783812,67.9061555776724,2,30.325209986325035,0,4,40.26001058607405,Desktop,Medium,Urban,Low
283.8714288333991,86.62274225106275,3,62.948731720209466,2,2,45.165704886583356,Desktop,Easy,Urban,Low
340.40508568145384,54.401411093117034,6,94.92561744566713,4,3,27.528765114994197,Desktop,Medium,Rural,Medium
488.618590121053,79.19160857593855,6,44.6681697340959,5,9,28.952404558267745,Mobile,Hard,Urban,High
317.4577812831839,54.198766552395156,5,89.56329350873746,8,5,51.76384628636376,Mobile,Medium,Rural,Low
325.7550390722764,60.64346558956292,4,81.12764692631035,8,2,46.509323193152746,Desktop,Medium,Urban,Low
292.55540842338326,98.71047030800179,3,39.82499543255255,8,6,61.993041355800685,Mobile,Medium,Rural,Low
108.12287847009586,67.1397639885498,1,22.907259865299395,0,6,70.83151212743009,Mobile,Medium,Suburban,Low
297.3486124550783,73.26149309769585,4,28.14778121139062,8,6,22.457870459477792,Desktop,Medium,Rural,Low
306.02302099410264,83.05101596033131,3,78.27951470779522,7,4,38.716985165872366,Mobile,Medium,Urban,Low
546.3242112485286,77.43522831958907,4,35.97357904325173,1,8,46.854517005305404,Desktop,Medium,Suburban,Medium
280.76390352188776,72.25628357715365,2,49.7016736404315,0,5,50.453600988438914,Tablet,Medium,Suburban,Low
330.15473423336124,75.47441503699338,2,60.13593328051399,0,8,60.23821776323607,Desktop,Medium,Suburban,Medium
296.5288230294757,100.0,4,78.03745347601303,5,9,55.92937446549331,Desktop,Medium,Rural,Medium
183.1321962380468,69.13571804449622,4,29.05849786073003,8,5,62.07645174842457,Mobile,Medium,Suburban,Low
414.28228145150206,73.01648570072452,1,52.50931242219692,6,6,45.92040309526005,Mobile,Medium,Rural,Low
375.1933032686774,85.75981594011418,2,58.805832731415634,4,6,35.57244379623738,Desktop,Hard,Urban,Low
379.10319470430466,86.58288899436975,4,63.266165117723176,1,6,74.2493477908101,Tablet,Medium,Suburban,Low
209.06125452052612,87.8054545834057,2,85.46885131161733,0,6,47.299877688933876,Desktop,Hard,Rural,Medium
440.2794310936099,79.58095333043777,3,33.734255603457356,1,2,41.37228764994798,Desktop,Medium,Urban,Medium
159.81489372077192,52.854926309042746,5,84.62651614612979,0,2,28.916710272374473,Mobile,Easy,Urban,Low
358.68570938002705,94.50147298451644,2,75.43027421573217,2,6,47.39202621656483,Desktop,Hard,Rural,Low
519.0455625809979,52.804819104719684,2,64.46966513591676,5,8,60.067350395547294,Desktop,Medium,Urban,Medium
200.94636748693117,74.5395319785855,2,75.96222963220575,7,6,37.49301907320904,Mobile,Hard,Urban,Low
243.3702270397228,58.68586224970963,2,52.96141911613251,2,8,42.99930677401183,Desktop,Medium,Urban,Low
309.96513650876415,69.0379248011051,4,31.071806877449966,9,5,48.73734662315181,Tablet,Easy,Rural,Low
249.6524345883801,74.9314361545522,2,73.26121922122938,8,6,52.08262154343608,Desktop,Medium,Rural,Low
144.93365689338674,74.8203582317541,2,61.973784534849784,9,8,41.10247325849454,Mobile,Medium,Rural,Low
306.85629748060273,76.32881131352927,3,71.14998404342204,4,2,39.0958620223386,Desktop,Hard,Suburban,Low
193.76962862738952,94.20566903587971,2,47.0399024822792,6,8,37.33856970807566,Desktop,Medium,Suburban,Medium
347.35924306351814,76.8030145227097,2,92.54932618718686,7,2,28.401054138501088,Mobile,Medium,Urban,Medium
208.05757657661968,66.33765047064027,2,66.98958948604616,2,8,33.44732943989253,Mobile,Medium,Urban,Low
454.993440501754,84.46130752432536,5,26.832198743269906,1,3,33.0439986219082,Mobile,Medium,Urban,Medium
221.6746707663763,87.8420573338696,4,55.9843192563543,1,9,21.867343733357583,Desktop,Easy,Urban,Medium
267.79384837943246,51.58588277294511,4,80.50848437949074,4,7,59.89417004637134,Mobile,Easy,Rural,Medium
381.35172173696697,78.96100104774787,4,83.5307649385818,0,7,50.393516074322314,Desktop,Medium,Rural,Medium
176.91356835660446,80.51759113466348,4,59.5677642211007,1,4,47.133406749887925,Mobile,Easy,Suburban,Low
322.74599346041293,65.53654744960012,4,91.57980566650409,8,8,64.56821977220851,Mobile,Easy,Rural,Medium
430.7142754282428,90.6356021996743,0,41.41347497554381,6,3,55.76771073958117,Desktop,Easy,Rural,Medium
139.25167654387724,67.7491661945121,1,52.847895779061325,5,5,33.15576515118887,Mobile,Hard,Suburban,Low
318.4633858532304,71.88364680207313,4,91.88775284551761,8,3,62.60086591975056,Desktop,Easy,Urban,Low
325.98827942484235,67.40392263574195,1,91.70053731772632,6,4,59.58392276219833,Mobile,Easy,Urban,Low
378.18228717773104,70.23368571372201,4,74.85702150597447,4,2,28.231175046346383,Mobile,Easy,Suburban,Low
176.3049289121918,53.55587369657197,1,88.71844376977761,8,2,58.5417160290173,Desktop,Medium,Urban,Low
167.95433869157236,48.39923676108559,2,27.101861356498613,5,5,37.99125641851165,Tablet,Medium,Urban,Low
352.19415656168974,93.91757594837458,2,89.19959809662211,5,9,59.95722358415212,Desktop,Easy,Rural,Medium
329.6984673233186,57.29557977522508,1,45.64959252401814,3,6,39.930798493965646,Tablet,Medium,Urban,Low
325.0492850345877,55.129114758155396,4,34.266520994257306,0,5,37.00000915926812,Desktop,Medium,Urban,Low
334.6448209496976,37.699148295944276,7,39.149586907363705,4,1,38.54588817465794,Tablet,Medium,Suburban,Low
231.99752784215093,60.41557378465747,3,53.437480641110966,8,6,30.417476907764446,Desktop,Medium,Suburban,Low
323.2253697161004,50.153653098887524,4,40.095360368357376,7,6,22.794655829956575,Desktop,Medium,Urban,Low
329.3072473298681,94.63022740204553,5,45.64540688131992,7,3,10.0,Tablet,Easy,Urban,Low
228.5648581973632,85.1472563401395,3,30.798278885731367,4,4,29.179905000011114,Desktop,Medium,Rural,Low
486.57745111447565,59.67774482233414,2,43.69414124471988,8,4,84.45934920330976,Desktop,Hard,Urban,Low
347.38329209117876,100.0,3,65.78270516336009,2,4,52.173913330912946,Mobile,Medium,Rural,Low
180.86965027973514,84.72648230487391,2,55.34829664728512,2,5,72.96333913188612,Mobile,Medium,Urban,Low
365.65536086338295,65.12752924737066,2,47.737500898872895,0,7,40.2269911337041,Mobile,Hard,Urban,Low
202.53183297726787,32.508914276896405,4,79.71617030856912,8,7,37.97517723785302,Desktop,Medium,Urban,Low
378.7084603742452,100.0,1,91.48079771146543,5,5,70.74810986281284,Mobile,Easy,Suburban,Medium
415.8595579007404,49.15641299854606,5,80.54313783219176,1,13,50.63643642526245,Desktop,Medium,Rural,Medium
217.93176816482895,45.31901879564663,2,46.56005616941434,7,8,30.670867519607828,Tablet,Medium,Urban,Low
396.33761292443216,85.3385564801446,3,79.5553734270043,8,2,54.49376226748058,Mobile,Hard,Urban,Low
341.27809269364985,100.0,6,32.15841459792409,8,3,63.76326927919724,Mobile,Medium,Urban,Medium
382.206015999449,90.76409227765777,3,30.42543904730327,1,5,23.581913502621024,Desktop,Easy,Suburban,Low
489.6792982653948,78.4586368007854,3,47.650162962892715,1,9,51.969874977160295,Mobile,Medium,Urban,Medium
275.46118839971297,78.92131512497929,7,84.61618952352455,6,7,24.574128351365452,Mobile,Hard,Urban,High
224.62638356425106,82.80123338170462,3,39.70785977938415,3,6,62.95132986463428,Mobile,Easy,Urban,Low
211.04855703744767,81.38392884680148,1,25.060272711894367,0,7,48.46047647882304,Desktop,Hard,Suburban,Medium
218.4189715034562,74.21787135954064,0,30.536762816508407,7,5,54.44491738314313,Mobile,Medium,Rural,Low
292.2898290585896,71.56301655927814,3,88.69959748236641,1,6,41.73834096930035,Mobile,Medium,Suburban,Low
334.1151974816644,69.06110308150717,1,70.70266277978301,2,4,18.275963561650133,Desktop,Medium,Urban,Low
327.6690799330019,58.690531166999854,2,40.25609306959814,4,3,38.37851759657472,Desktop,Medium,Urban,Low
382.71832490360237,65.78987384699839,1,64.42366602625451,2,7,58.94759285958665,Desktop,Medium,Urban,Low
301.3001891877907,44.605647787069216,3,62.206369794028035,6,6,74.90443173777777,Desktop,Hard,Urban,Low
445.3534077157317,68.52490559807875,1,72.4348782752529,6,4,49.23435134833015,Desktop,Medium,Suburban,Low
273.5343166762044,55.17113339273624,2,38.6550043537293,1,5,34.70471133281721,Desktop,Medium,Urban,Low
572.0169166589619,53.44616024176344,4,89.15223897555181,6,5,53.035541674011476,Mobile,Easy,Urban,Medium
362.56673477650065,72.69841226730217,3,44.74948496640103,5,3,57.59842101428757,Mobile,Easy,Suburban,Low
214.28424435837175,90.880034295169,4,75.53053231809895,9,2,46.99130607112601,Desktop,Medium,Suburban,Low
192.91075019388876,83.7747490900347,2,21.28997170977719,8,1,46.068213109981784,Mobile,Easy,Suburban,Low
348.24724152431855,46.442490945652345,2,49.81257039153178,8,3,48.20412387480485,Tablet,Medium,Rural,Low
277.6537214674149,55.15557795144494,3,48.13678543670466,1,2,45.65325566147996,Desktop,Medium,Suburban,Low
371.4000494092092,84.11156781982324,1,63.47875428664116,6,6,49.46671444755971,Desktop,Hard,Suburban,Low
347.32376245735446,55.26268909692536,2,25.81890094217572,4,4,72.41344878110858,Mobile,Easy,Suburban,Low
292.7171087343127,66.63050275004463,4,83.21050989808867,5,4,14.500454015924419,Mobile,Easy,Urban,Low
215.3206281931595,78.25078148536828,6,37.422464141405484,0,7,41.423164583716755,Mobile,Easy,Urban,Medium
148.51527753141355,55.47483317704547,4,74.16302519056082,6,4,31.014688097635165,Mobile,Hard,Rural,Low
255.34850479329788,71.5806325921894,1,84.25696985952746,5,3,62.712045908493465,Desktop,Medium,Rural,Low
385.63987943234724,49.989617576226934,4,64.95015649932105,3,4,42.886767455184305,Mobile,Easy,Suburban,Low
321.4093744130204,60.9794853407318,4,79.27065653775884,0,4,53.395571633009695,Desktop,Hard,Suburban,Low
175.42612212880118,74.79672901213806,1,72.94882497720045,8,5,66.40960166738802,Desktop,Hard,Urban,Low
317.3180925851182,46.105093997024966,5,48.44238377216061,3,6,28.784855915805,Desktop,Hard,Suburban,Low
338.53173797288366,76.60712106940599,2,84.70868312268523,1,3,37.08723543175278,Desktop,Easy,Rural,Medium
211.61425637988668,69.70543301609978,1,43.576109590842236,7,4,64.86123554817893,Mobile,Medium,Rural,Low
315.3725105945528,78.28734931625722,4,65.69703342012137,1,3,28.184058279893428,Mobile,Medium,Urban,Low
305.8208718446,73.35871201096992,3,79.63181913132317,4,2,37.5932947427645,Tablet,Medium,Urban,Low
185.70297021693767,90.46210644960766,3,50.316472785000606,5,0,20.994667505363847,Desktop,Easy,Urban,Low
335.77873603482834,71.87836753971861,6,44.221408609394004,7,5,65.45045025110338,Tablet,Easy,Urban,Low
356.07845263682344,63.558916883121206,4,56.747680813825816,0,4,36.2813015462884,Mobile,Hard,Urban,Low
408.3051243175277,71.83446254548426,9,85.43707954793229,0,7,50.26740700570674,Desktop,Easy,Suburban,High
405.3802052034903,78.14947043554582,3,94.39374105165318,3,1,55.139704863659404,Mobile,Medium,Urban,Medium
162.2330632042909,70.73290105488556,2,63.606673028791214,4,3,32.95144694375857,Mobile,Medium,Suburban,Low
206.21749600848773,70.60887536805824,3,72.91729642589215,8,5,16.43999877454731,Desktop,Medium,Suburban,Low
351.503526720866,59.47012468289867,2,92.26188977911313,6,5,41.708038539828536,Mobile,Medium,Rural,Low
351.37859509122086,60.05648623673578,5,27.88374811303539,6,7,41.46258355131406,Mobile,Medium,Rural,Low
351.5047686306048,48.96092092300459,4,38.566286229293205,7,2,44.092447821039336,Mobile,Medium,Suburban,Low
600.0,96.24365114780409,3,76.71200050012659,4,4,44.17525511558451,Mobile,Medium,Suburban,Medium
357.0890510693167,51.34205146913072,5,85.89955695298397,4,4,37.51840736500232,Desktop,Medium,Urban,Low
413.5565640180599,59.60642203306139,3,88.56232226644623,0,4,36.93694047229021,Mobile,Medium,Rural,Medium
395.40017634932025,59.22389101646204,1,53.208574148394604,8,6,49.4655529322218,Mobile,Medium,Urban,Low
365.1391251305798,83.42386565416662,3,27.147192183349347,5,8,32.64213914955485,Desktop,Medium,Rural,Medium
268.47307553596545,65.57575482561958,7,55.022518183969595,8,6,43.57014827864523,Desktop,Medium,Urban,Low
375.89692204932675,88.716131090106,3,38.458767216564304,2,5,36.555619028857905,Mobile,Easy,Urban,Low
222.71747854624283,59.897640636341976,2,43.29571639972993,4,3,49.434078654648715,Desktop,Medium,Urban,Low
276.31813932599914,74.18491243335703,5,81.78140454700046,1,2,61.628644204774076,Mobile,Easy,Suburban,Low
251.46364521708966,57.46979420110364,2,26.04216688207095,9,7,62.2406665967853,Tablet,Hard,Urban,Low
308.18741393863223,100.0,4,86.20649739845616,4,3,64.33936308806511,Desktop,Hard,Suburban,Medium
531.4658566673509,52.18602371455731,1,54.213526865933524,7,6,39.98860836986822,Desktop,Easy,Rural,Low
113.27348074082519,74.64731065340541,3,67.6851144880476,1,2,41.2492951225326,Desktop,Easy,Urban,Low
368.62601903745133,79.50665321398148,8,27.172178498854322,7,7,25.965715298127236,Mobile,Medium,Suburban,Medium
138.72841288103484,76.20698646177247,3,46.98872626858237,3,4,39.86176458251611,Tablet,Hard,Urban,Low
252.80681342105666,67.22068511683437,5,27.17607352118766,9,9,40.397432640782036,Mobile,Medium,Suburban,Low
408.8950596967366,68.05268950399861,6,96.92349783048877,9,9,35.74278546570831,Desktop,Medium,Suburban,High
306.42800190954625,70.65717207968665,5,84.58093194610004,0,3,35.673102848658985,Mobile,Medium,Urban,Low
192.2255222070694,67.79496997557267,4,56.770620348516815,4,10,19.534527147317448,Mobile,Easy,Rural,Low
228.4696290740032,84.45818675192365,3,37.888203865893686,0,8,24.87131106416404,Desktop,Medium,Suburban,Medium
367.95977489346757,100.0,4,94.67640841998818,6,3,45.6681538136812,Mobile,Easy,Rural,Medium
226.96333682828634,61.637623224882496,0,47.56772765815774,7,6,46.231099594195946,Desktop,Medium,Suburban,Low
321.6458589581975,49.45295530631383,8,32.87875453498998,2,5,52.24583804243701,Mobile,Easy,Rural,Low
304.55718399038136,68.67576927473118,2,65.0531510763164,2,4,41.1165829467352,Desktop,Medium,Urban,Low
234.8399652394183,100.0,4,95.50192962758528,6,1,45.174813567487455,Desktop,Hard,Urban,Medium
514.3944089325325,57.944881480454036,0,20.306423240025808,3,3,63.75764323597197,Mobile,Medium,Urban,Low
363.3919022318011,94.58675208166102,1,39.0499874603199,2,5,44.20648764305255,Mobile,Medium,Rural,Low
97.4857413342393,95.1655122111466,7,95.0758112328326,7,5,35.51896279288842,Desktop,Easy,Urban,Medium
318.64543147694275,61.69617637438008,4,33.68687734857296,2,7,27.13578143913326,Tablet,Medium,Rural,Low
233.8213535231612,78.53474618777913,5,29.05947613118559,6,2,56.96219795427645,Mobile,Easy,Urban,Low
385.2433334796224,94.42594934692806,1,65.61497726398436,1,4,19.449863949229748,Desktop,Medium,Urban,Low
220.74792615672993,64.3130838851877,5,88.94750586358639,0,4,32.42372070467848,Mobile,Easy,Urban,Low
288.5263558533101,66.94629459846458,1,58.168785415514094,5,4,51.27868999404715,Mobile,Easy,Suburban,Low
350.49872789804573,61.274786290770344,2,99.56514053476198,7,8,16.401702347237958,Mobile,Easy,Rural,Medium
386.5755194170122,54.778649039607,1,74.33373596303943,0,9,35.78467818178934,Desktop,Medium,Urban,Low
179.9703592944224,60.26083682400989,4,25.925992576835817,9,6,46.93751259443599,Mobile,Medium,Suburban,Low
266.54987641590515,51.64089599856615,3,99.42657053455802,8,3,39.24993518699119,Mobile,Medium,Urban,Low
252.50546888390437,70.51125202388839,1,52.63153894241523,2,5,30.25966608707637,Mobile,Easy,Suburban,Low
234.6670767426288,58.450401534120374,3,42.992202707638604,2,5,36.098335126791326,Desktop,Medium,Urban,Low
476.54542402810966,73.50678867686122,2,64.63033468623084,3,4,57.254764899810425,Mobile,Medium,Urban,Low
340.4981710960956,46.66156530694559,2,44.34460734566915,0,3,72.47066086168864,Desktop,Medium,Suburban,Low
173.9116045664955,74.96320348321686,1,26.916600569612186,8,2,47.09233022390397,Mobile,Hard,Suburban,Low
391.7861947054776,82.50293442413387,3,20.11426744633414,2,3,15.175725302261966,Tablet,Medium,Urban,Low
512.2156197012633,40.09396536142817,2,55.966668233620986,9,3,53.521534156658916,Desktop,Easy,Urban,Low
403.2465260551147,75.61084854771359,3,86.94907377812739,3,6,39.05424728166501,Desktop,Medium,Suburban,Medium
148.06300340459865,88.41503488709938,3,65.78521485040612,0,6,28.568657216423205,Mobile,Hard,Rural,Low
