time_spent_weekly,quiz_score_avg,forum_posts,video_watched_percent,assignments_submitted,login_frequency,session_duration_avg,device_type,course_difficulty,region,engagement_level,anomaly_score,is_outlier,dropout_risk_flag
306.7528204687924,69.63468111608526,5,99.8848645268503,0,3,69.0991247050821,Desktop,Easy,Suburban,Low,0.011707045506765823,0,Normal
157.5251813786543,100.0,6,21.98537691561193,9,4,54.50398563074451,Desktop,Medium,Rural,Medium,-0.03641488894532485,1,High Risk
245.56172754748167,95.91314755151066,1,86.81952481270925,8,4,62.19399742864725,Desktop,Easy,Suburban,Medium,0.03948377888630117,0,Normal
311.0922589709866,76.54485504511048,2,49.22934732405223,2,5,41.11120211102561,Tablet,Hard,Urban,Low,0.13737063358877144,0,Normal
184.90064225776973,70.570052172523,4,87.32923678062522,2,8,60.3869912992246,Desktop,Easy,Rural,Medium,0.06178876496347557,0,Normal
337.5698018345672,71.80046990077392,2,64.36963929689159,9,8,56.137839089008,Mobile,Easy,Rural,Low,0.07930202175713225,0,Normal
239.9361310081195,79.20276959095625,1,92.1304983589088,8,4,52.956904034139896,Mobile,Medium,Suburban,Medium,0.0804302756284827,0,Normal
270.8306250206723,54.65811152202392,4,94.09543891317011,9,1,21.643128588494555,Tablet,Easy,Suburban,Low,0.0018421678792724938,0,Normal
239.82933877706031,66.13935193864982,4,20.72785450246208,2,7,39.17739039683888,Mobile,Medium,Rural,Low,0.08208421773382629,0,Normal
485.2278184508938,44.97123889183616,1,26.032974079423063,7,3,44.31427489980214,Desktop,Medium,Urban,Low,0.02233963044812015,0,Normal
298.6502775262066,75.98834683907918,4,40.02869836566844,1,2,52.97394040852842,Desktop,Hard,Rural,Low,0.09601155348096152,0,Normal
194.22890710441,79.70793909554112,3,73.54523330908013,2,7,81.0110566308669,Desktop,Medium,Rural,Medium,0.03277959388951901,0,Normal
382.2544912103189,62.75220306550939,1,91.06177572092048,1,2,57.88865874528136,Mobile,Medium,Rural,Low,0.05201839139684028,0,Normal
177.91563500289777,93.6098014493505,2,56.79535610351702,0,8,32.84979958842957,Desktop,Hard,Urban,Medium,0.04918419814374114,0,Normal
320.8863595004755,51.61351505496488,1,68.55784930194123,1,6,37.79634720226324,Desktop,Hard,Rural,Low,0.09022629260302739,0,Normal
104.03298761202244,48.0343767968527,2,35.07998822364489,7,4,65.84795553525987,Desktop,Medium,Urban,Low,0.029141734285648035,0,Normal
167.18139511015696,73.36677727839958,2,84.39734671053483,8,6,37.13669678823199,Mobile,Medium,Suburban,Low,0.09567954630941283,0,Normal
319.68612358691234,85.70647453918232,3,97.38624890827758,1,5,60.28056746282021,Desktop,Medium,Rural,Medium,0.06962138923591249,0,Normal
373.846657999541,95.25891537186804,4,41.4879146331678,6,3,46.758331353535134,Desktop,Medium,Urban,Low,0.08455945445307644,0,Normal
317.1368281189971,63.1167360569659,4,59.58607612804371,4,9,42.50416590800361,Desktop,Hard,Urban,Low,0.08632993685102369,0,Normal
288.4351717611759,86.18021250146944,0,26.889288840509906,2,5,37.36401915063123,Mobile,Medium,Rural,Low,0.06257687282487723,0,Normal
269.8896304410711,69.42237295748939,3,64.73093251703747,8,5,10.0,Mobile,Easy,Rural,Low,0.0564177872523875,0,Normal
152.14780096325725,67.41059050088771,0,60.222675347734445,5,6,53.09626686301204,Desktop,Easy,Rural,Low,0.06478411927638983,0,Normal
228.0155791605292,83.25489906230008,3,31.554918732406207,0,5,29.21805355484896,Mobile,Easy,Urban,Low,0.08425074705521479,0,Normal
253.9361229040213,79.78484317620129,1,55.365297049446,4,4,23.72448600352732,Desktop,Easy,Suburban,Low,0.09839358738260723,0,Normal
405.7122226218916,46.35411764523626,4,46.72837216692506,6,3,48.71662052828776,Desktop,Easy,Urban,Low,0.07965972793576565,0,Normal
334.3618289568461,92.14810524588844,5,61.746470024415146,3,2,60.44314316936664,Desktop,Medium,Suburban,Low,0.06309112066852213,0,Normal
123.6959844637266,90.70137031221176,1,66.85234683430394,7,6,19.54787867860912,Mobile,Easy,Urban,Low,0.025972368354081232,0,Normal
332.4083969394796,60.61655947735706,3,20.67964628857676,9,3,60.05093261470543,Mobile,Medium,Suburban,Low,0.04821468161685738,0,Normal
261.4917719583684,75.93705300156114,3,80.88047863596444,4,4,31.451911153074512,Desktop,Easy,Urban,Medium,0.12311942997166153,0,Normal
232.30779996940413,77.41045279424108,3,77.04114334893927,8,6,54.73396584049384,Mobile,Easy,Rural,Low,0.1041094456974126,0,Normal
361.1676288840868,73.9101064873586,2,49.30291089652178,8,4,53.68423805852751,Desktop,Medium,Suburban,Low,0.112615007024774,0,Normal
403.0999522495951,61.7454226923187,3,24.23487484550546,8,7,41.90034827327105,Tablet,Hard,Suburban,Medium,0.0703822898935097,0,Normal
393.1280119116199,59.92564948092922,3,80.39460318280403,0,9,45.44809401842246,Mobile,Medium,Urban,Medium,0.04764099019317508,0,Normal
216.07824767773616,69.61668893512832,4,96.4140128382506,1,10,39.05699514783407,Mobile,Medium,Suburban,Medium,0.013711424828989793,0,Normal
269.0787624148785,87.59093528889048,3,39.21212768176113,2,7,48.95305885391242,Mobile,Medium,Urban,Medium,0.1071480366566217,0,Normal
333.1263431403564,78.15400231891648,1,45.88196909896303,3,6,48.82059139522922,Tablet,Easy,Urban,Low,0.11206135760159686,0,Normal
397.5545127122359,64.44078501870841,2,34.7050311585452,9,5,31.141721940289475,Tablet,Medium,Suburban,Low,0.08282004970487578,0,Normal
252.08257621547105,81.57548065972517,4,66.15488986758717,8,4,24.632521152897592,Mobile,Easy,Rural,Low,0.09536201021732738,0,Normal
281.4341023336183,27.27186069054887,1,32.3873115717964,9,2,60.12531274785724,Desktop,Medium,Urban,Low,-0.018732672241180692,1,High Risk
189.3665025993972,87.23148550558156,4,48.49551547691036,5,3,48.06016020981748,Desktop,Medium,Urban,Low,0.09845269683510754,0,Normal
180.3793375919329,43.904293318328506,2,75.76104111474103,0,4,58.0475442447388,Desktop,Medium,Suburban,Low,0.035290254125549314,0,Normal
381.2525822394198,64.56338587895301,1,64.80927864074786,8,10,34.94394330534052,Mobile,Easy,Rural,Low,0.043558273100535116,0,Normal
435.6240028570823,53.20495158060784,5,50.91700514623482,5,2,32.63342343307838,Desktop,Medium,Urban,Low,0.05199592641039258,0,Normal
292.7989878419666,50.57977786418641,6,53.61996814460335,3,1,29.822446081952133,Tablet,Easy,Rural,Low,0.032907991110863954,0,Normal
400.3532897892025,87.41240181067779,1,64.96887060985836,3,4,42.2886363304466,Desktop,Easy,Rural,Medium,0.0984640652167939,0,Normal
336.1636025047634,62.98448198032163,7,20.469178230972904,2,9,48.48669431381865,Mobile,Medium,Urban,Medium,-0.011269454462497275,1,High Risk
235.4880245394876,75.19755822596073,4,26.28078947628879,6,6,36.84262699188852,Desktop,Medium,Urban,Low,0.10516823489943444,0,Normal
336.1395605508414,69.29619131681224,3,90.50064542104091,2,10,68.47236873497604,Mobile,Easy,Suburban,Medium,0.016203783095168456,0,Normal
453.8036566465969,77.15561240834683,3,26.23031912730326,1,6,35.36778310678963,Desktop,Medium,Rural,Medium,0.07236588852786868,0,Normal
296.41739608900485,71.15232836590383,0,76.54428769684041,9,4,48.73194203218777,Mobile,Hard,Suburban,Low,0.06828917784193456,0,Normal
456.4643655814006,50.755116637171454,3,93.6030531287242,7,4,31.754353665046764,Desktop,Easy,Urban,Medium,0.05931110119907396,0,Normal
50.0,84.94400229170711,3,41.65468834413849,3,9,34.9032000376353,Desktop,Medium,Urban,Medium,0.017106681909382915,0,Normal
382.1902504375224,62.59365125258032,1,49.63931496476114,7,5,43.704936144781286,Mobile,Easy,Urban,Low,0.11638562679893183,0,Normal
308.7047068238171,46.65127152010373,0,65.5137124675773,0,4,32.510459088950725,Desktop,Medium,Suburban,Low,0.025050345133600938,0,Normal
270.09926495341324,63.578272585511314,2,90.53671757108675,4,2,46.34123172089286,Desktop,Easy,Urban,Low,0.0938308062861471,0,Normal
309.17607765355024,92.51139685951466,4,95.35244698083362,8,5,51.60376370433603,Desktop,Hard,Suburban,Medium,0.06532196008655466,0,Normal
101.24310853991072,82.7533261317024,6,79.16505984890145,0,4,61.40061643545292,Mobile,Medium,Urban,Medium,-0.0020568739068331787,1,High Risk
278.03281121624883,64.7702179838821,3,26.929580868375524,3,5,28.801455856623942,Desktop,Medium,Urban,Low,0.12084413827428997,0,Normal
335.71125715117466,64.76113443522357,3,73.53233244278806,5,2,47.51763458373468,Mobile,Easy,Urban,Low,0.11875698853997269,0,Normal
447.7894044741517,65.17547423173926,2,52.82429774981296,9,6,44.070778117625736,Desktop,Hard,Urban,Low,0.08384440209478355,0,Normal
248.17297817263525,100.0,1,57.65607995928493,7,5,17.277281108111215,Desktop,Hard,Rural,Low,0.04152825410549582,0,Normal
219.1506397106812,75.7290317834733,0,23.931871227614163,2,4,28.068193551081336,Mobile,Medium,Urban,Low,0.056006512851625834,0,Normal
249.8242956415464,76.45062470786604,2,35.28497114770865,4,4,52.1242092882803,Desktop,Hard,Suburban,Low,0.12194991641856406,0,Normal
391.5402117702074,85.45425181047763,6,83.24108860269182,6,2,24.710147790230256,Mobile,Easy,Urban,Medium,0.03231103431747029,0,Normal
332.8751109659685,73.5818373853977,6,56.31670664382878,0,4,43.89869278967843,Desktop,Medium,Urban,Low,0.06807490850375031,0,Normal
247.02397962329613,66.11436781268945,3,44.13297933049191,6,6,13.163362547620594,Desktop,Medium,Urban,Low,0.07418670874778893,0,Normal
351.32674331133563,67.05475226372532,3,50.72152591719665,7,5,43.455714481090354,Mobile,Medium,Urban,Low,0.13947354929510763,0,Normal
309.70775493480403,68.92598110878905,2,88.35196106605441,7,7,14.19736633170904,Mobile,Hard,Urban,Medium,0.063634623814674,0,Normal
396.8644990532889,69.44166645235238,5,79.91992139239656,8,1,35.93132185940594,Mobile,Easy,Rural,Low,0.04995251712749582,0,Normal
229.7946906122648,80.9144431545547,3,41.78523177448662,5,2,38.43391917326286,Mobile,Easy,Urban,Low,0.11307268421832672,0,Normal
267.2337853402232,70.77918828710949,2,29.400147216989865,5,5,46.84538343792233,Desktop,Easy,Urban,Low,0.13685699881315472,0,Normal
260.7891846867842,80.98960115823368,2,40.15985773152573,1,6,41.211733201352295,Desktop,Hard,Rural,Low,0.11686418101175905,0,Normal
153.64850518678816,68.78925129837127,2,93.6605160843787,2,8,26.46149181061584,Desktop,Hard,Urban,Medium,0.04507825466371068,0,Normal
329.6120277064576,71.17952785474137,3,66.52710702798043,3,5,26.74177513296781,Mobile,Medium,Suburban,Low,0.13342675923221653,0,Normal
326.10552721798894,40.02698973201839,1,62.67841669958263,3,9,20.78837096600982,Mobile,Medium,Urban,Low,0.016183856075910663,0,Normal
300.5113456642461,83.74491512053723,6,67.71148797539692,7,1,48.097282566351744,Desktop,Medium,Urban,Medium,0.04043038362352325,0,Normal
276.54128666248533,75.19732713846989,4,49.28226125972122,0,3,47.43529797393356,Desktop,Medium,Suburban,Low,0.10389910183689732,0,Normal
158.46292579495858,84.97015164789478,6,84.56856162556102,9,5,55.04112322175724,Desktop,Easy,Rural,Medium,0.019323278653107456,0,Normal
257.9354677234641,26.556169327094658,2,61.86289994401999,3,4,37.4978752044506,Tablet,Medium,Urban,Low,0.044910425572473545,0,Normal
265.72854834732306,100.0,5,29.33983222150364,3,2,18.984849169134183,Mobile,Medium,Urban,Low,0.010405651889758394,0,Normal
219.7722730778381,67.9061555776724,2,30.325209986325035,0,4,40.26001058607405,Desktop,Medium,Urban,Low,0.09397223735401633,0,Normal
283.8714288333991,86.62274225106275,3,62.948731720209466,2,2,45.16570488658336,Desktop,Easy,Urban,Low,0.11037487238742344,0,Normal
340.40508568145384,54.40141109311704,6,94.92561744566711,4,3,27.5287651149942,Desktop,Medium,Rural,Medium,0.04066068702300063,0,Normal
488.618590121053,79.19160857593855,6,44.6681697340959,5,9,28.952404558267745,Mobile,Hard,Urban,High,-0.0039301087343749375,1,High Risk
317.4577812831839,54.19876655239516,5,89.56329350873746,8,5,51.76384628636376,Mobile,Medium,Rural,Low,0.06889606115160446,0,Normal
325.7550390722764,60.64346558956292,4,81.12764692631035,8,2,46.509323193152746,Desktop,Medium,Urban,Low,0.08582819569284306,0,Normal
292.55540842338326,98.7104703080018,3,39.82499543255255,8,6,61.993041355800685,Mobile,Medium,Rural,Low,0.05787674955925631,0,Normal
108.12287847009586,67.1397639885498,1,22.907259865299395,0,6,70.83151212743009,Mobile,Medium,Suburban,Low,-0.0057479962407176455,1,High Risk
297.3486124550783,73.26149309769585,4,28.14778121139062,8,6,22.457870459477792,Desktop,Medium,Rural,Low,0.0714190454597442,0,Normal
306.02302099410264,83.05101596033131,3,78.27951470779522,7,4,38.716985165872366,Mobile,Medium,Urban,Low,0.1257804316856087,0,Normal
546.3242112485286,77.43522831958907,4,35.97357904325173,1,8,46.85451700530541,Desktop,Medium,Suburban,Medium,0.014131541071009779,0,Normal
280.76390352188776,72.25628357715365,2,49.7016736404315,0,5,50.453600988438914,Tablet,Medium,Suburban,Low,0.10736244155464875,0,Normal
330.15473423336124,75.47441503699338,2,60.13593328051399,0,8,60.23821776323607,Desktop,Medium,Suburban,Medium,0.0695297044727321,0,Normal
296.5288230294757,100.0,4,78.03745347601303,5,9,55.92937446549331,Desktop,Medium,Rural,Medium,0.02948239228023286,0,Normal
183.1321962380468,69.13571804449622,4,29.05849786073003,8,5,62.07645174842457,Mobile,Medium,Suburban,Low,0.07202576098672742,0,Normal
414.28228145150206,73.01648570072452,1,52.50931242219692,6,6,45.92040309526005,Mobile,Medium,Rural,Low,0.10851980085818191,0,Normal
375.1933032686774,85.75981594011418,2,58.805832731415634,4,6,35.57244379623738,Desktop,Hard,Urban,Low,0.11866224269908993,0,Normal
379.1031947043047,86.58288899436975,4,63.266165117723176,1,6,74.2493477908101,Tablet,Medium,Suburban,Low,0.05312870818270432,0,Normal
209.0612545205261,87.8054545834057,2,85.46885131161733,0,6,47.29987768893388,Desktop,Hard,Rural,Medium,0.06386092439480917,0,Normal
440.2794310936099,79.58095333043777,3,33.73425560345736,1,2,41.37228764994798,Desktop,Medium,Urban,Medium,0.07135594980659543,0,Normal
159.81489372077192,52.854926309042746,5,84.62651614612979,0,2,28.91671027237448,Mobile,Easy,Urban,Low,0.010781371119001681,0,Normal
358.68570938002705,94.50147298451644,2,75.43027421573217,2,6,47.39202621656483,Desktop,Hard,Rural,Low,0.09143096980305893,0,Normal
519.0455625809979,52.80481910471968,2,64.46966513591676,5,8,60.067350395547294,Desktop,Medium,Urban,Medium,0.01326297376381469,0,Normal
200.9463674869312,74.5395319785855,2,75.96222963220575,7,6,37.49301907320904,Mobile,Hard,Urban,Low,0.11937813525639623,0,Normal
243.3702270397228,58.68586224970963,2,52.96141911613251,2,8,42.99930677401183,Desktop,Medium,Urban,Low,0.09722303251993752,0,Normal
309.96513650876415,69.0379248011051,4,31.07180687744997,9,5,48.73734662315181,Tablet,Easy,Rural,Low,0.10102760508389763,0,Normal
249.6524345883801,74.9314361545522,2,73.26121922122938,8,6,52.08262154343608,Desktop,Medium,Rural,Low,0.11271148583624396,0,Normal
144.93365689338674,74.8203582317541,2,61.97378453484978,9,8,41.10247325849454,Mobile,Medium,Rural,Low,0.06337577028814767,0,Normal
306.85629748060273,76.32881131352927,3,71.14998404342204,4,2,39.0958620223386,Desktop,Hard,Suburban,Low,0.12201868621736989,0,Normal
193.76962862738952,94.20566903587972,2,47.0399024822792,6,8,37.33856970807566,Desktop,Medium,Suburban,Medium,0.07863776112177179,0,Normal
347.35924306351814,76.8030145227097,2,92.54932618718686,7,2,28.401054138501088,Mobile,Medium,Urban,Medium,0.07936205527312179,0,Normal
208.05757657661968,66.33765047064027,2,66.98958948604616,2,8,33.44732943989253,Mobile,Medium,Urban,Low,0.10202043146640943,0,Normal
454.993440501754,84.46130752432536,5,26.832198743269903,1,3,33.0439986219082,Mobile,Medium,Urban,Medium,0.03896953628433619,0,Normal
221.6746707663763,87.8420573338696,4,55.9843192563543,1,9,21.867343733357583,Desktop,Easy,Urban,Medium,0.03306276465880309,0,Normal
267.79384837943246,51.58588277294511,4,80.50848437949074,4,7,59.89417004637134,Mobile,Easy,Rural,Medium,0.06991007120894832,0,Normal
381.35172173696697,78.96100104774787,4,83.5307649385818,0,7,50.39351607432232,Desktop,Medium,Rural,Medium,0.06891265913939776,0,Normal
176.91356835660446,80.51759113466348,4,59.5677642211007,1,4,47.133406749887925,Mobile,Easy,Suburban,Low,0.10818737356467201,0,Normal
322.74599346041293,65.53654744960012,4,91.57980566650409,8,8,64.56821977220851,Mobile,Easy,Rural,Medium,0.056264856769808747,0,Normal
430.7142754282428,90.6356021996743,0,41.41347497554381,6,3,55.76771073958117,Desktop,Easy,Rural,Medium,0.034511119759688125,0,Normal
139.25167654387724,67.7491661945121,1,52.847895779061325,5,5,33.15576515118887,Mobile,Hard,Suburban,Low,0.10335260880345587,0,Normal
318.4633858532304,71.88364680207313,4,91.8877528455176,8,3,62.60086591975056,Desktop,Easy,Urban,Low,0.08081096683473238,0,Normal
325.98827942484235,67.40392263574195,1,91.70053731772632,6,4,59.58392276219833,Mobile,Easy,Urban,Low,0.09634011684342025,0,Normal
378.18228717773104,70.23368571372201,4,74.85702150597447,4,2,28.231175046346383,Mobile,Easy,Suburban,Low,0.10561619801719485,0,Normal
176.3049289121918,53.55587369657197,1,88.71844376977761,8,2,58.5417160290173,Desktop,Medium,Urban,Low,0.03238064880338243,0,Normal
167.95433869157236,48.39923676108559,2,27.101861356498613,5,5,37.99125641851165,Tablet,Medium,Urban,Low,0.07181921621785664,0,Normal
352.19415656168974,93.91757594837458,2,89.19959809662211,5,9,59.95722358415212,Desktop,Easy,Rural,Medium,0.03311495753463001,0,Normal
329.6984673233186,57.29557977522508,1,45.64959252401814,3,6,39.930798493965646,Tablet,Medium,Urban,Low,0.1058503681999447,0,Normal
325.0492850345877,55.1291147581554,4,34.266520994257306,0,5,37.00000915926812,Desktop,Medium,Urban,Low,0.08427953121602938,0,Normal
334.6448209496976,37.69914829594428,7,39.149586907363705,4,1,38.54588817465794,Tablet,Medium,Suburban,Low,-0.01743362797994441,1,High Risk
231.99752784215093,60.41557378465747,3,53.437480641110966,8,6,30.41747690776445,Desktop,Medium,Suburban,Low,0.10716560361273458,0,Normal
323.2253697161004,50.15365309888752,4,40.095360368357376,7,6,22.79465582995657,Desktop,Medium,Urban,Low,0.07260828461179547,0,Normal
329.3072473298681,94.63022740204552,5,45.64540688131992,7,3,10.0,Tablet,Easy,Urban,Low,-0.0023058330880577627,1,High Risk
228.5648581973632,85.1472563401395,3,30.798278885731367,4,4,29.179905000011114,Desktop,Medium,Rural,Low,0.10624084260989503,0,Normal
486.5774511144757,59.67774482233414,2,43.69414124471988,8,4,84.45934920330976,Desktop,Hard,Urban,Low,-0.006279911690053708,1,High Risk
347.3832920911788,100.0,3,65.78270516336009,2,4,52.17391333091295,Mobile,Medium,Rural,Low,0.0855483221977631,0,Normal
180.8696502797352,84.72648230487391,2,55.34829664728512,2,5,72.96333913188612,Mobile,Medium,Urban,Low,0.06700602634471681,0,Normal
365.65536086338295,65.12752924737066,2,47.737500898872895,0,7,40.2269911337041,Mobile,Hard,Urban,Low,0.09469877127613607,0,Normal
202.53183297726787,32.508914276896405,4,79.71617030856912,8,7,37.97517723785302,Desktop,Medium,Urban,Low,0.030840327111718135,0,Normal
378.7084603742452,100.0,1,91.48079771146544,5,5,70.74810986281284,Mobile,Easy,Suburban,Medium,0.02248969296268788,0,Normal
415.8595579007404,49.15641299854606,5,80.54313783219176,1,13,50.63643642526245,Desktop,Medium,Rural,Medium,-0.05198502627368806,1,High Risk
217.93176816482887,45.31901879564663,2,46.56005616941434,7,8,30.670867519607828,Tablet,Medium,Urban,Low,0.054580468797367554,0,Normal
396.33761292443216,85.3385564801446,3,79.5553734270043,8,2,54.49376226748058,Mobile,Hard,Urban,Low,0.07318869952344165,0,Normal
341.27809269364985,100.0,6,32.15841459792409,8,3,63.76326927919724,Mobile,Medium,Urban,Medium,0.006066294441448239,0,Normal
382.206015999449,90.76409227765777,3,30.42543904730327,1,5,23.581913502621024,Desktop,Easy,Suburban,Low,0.06524595385734122,0,Normal
489.6792982653948,78.4586368007854,3,47.65016296289272,1,9,51.969874977160295,Mobile,Medium,Urban,Medium,0.030137204135396112,0,Normal
275.46118839971297,78.92131512497929,7,84.61618952352455,6,7,24.57412835136545,Mobile,Hard,Urban,High,0.02514084327824584,0,Normal
224.62638356425103,82.80123338170462,3,39.70785977938415,3,6,62.95132986463428,Mobile,Easy,Urban,Low,0.10190413597294012,0,Normal
211.0485570374477,81.38392884680148,1,25.060272711894367,0,7,48.46047647882304,Desktop,Hard,Suburban,Medium,0.053502712310644907,0,Normal
218.4189715034562,74.21787135954064,0,30.536762816508407,7,5,54.44491738314313,Mobile,Medium,Rural,Low,0.06306875910976195,0,Normal
292.2898290585896,71.56301655927814,3,88.69959748236641,1,6,41.73834096930035,Mobile,Medium,Suburban,Low,0.11257780053134575,0,Normal
334.1151974816644,69.06110308150717,1,70.70266277978301,2,4,18.275963561650133,Desktop,Medium,Urban,Low,0.09054285976866805,0,Normal
327.6690799330019,58.690531166999854,2,40.25609306959814,4,3,38.37851759657472,Desktop,Medium,Urban,Low,0.11309311793428778,0,Normal
382.7183249036024,65.78987384699839,1,64.42366602625451,2,7,58.94759285958665,Desktop,Medium,Urban,Low,0.08934356030346652,0,Normal
301.3001891877907,44.605647787069216,3,62.20636979402804,6,6,74.90443173777777,Desktop,Hard,Urban,Low,0.05399291240341897,0,Normal
445.3534077157317,68.52490559807875,1,72.4348782752529,6,4,49.23435134833015,Desktop,Medium,Suburban,Low,0.0913867139503331,0,Normal
273.5343166762044,55.17113339273624,2,38.6550043537293,1,5,34.70471133281721,Desktop,Medium,Urban,Low,0.10233012560488619,0,Normal
572.0169166589619,53.44616024176344,4,89.15223897555181,6,5,53.03554167401148,Mobile,Easy,Urban,Medium,0.002970821782036781,0,Normal
362.5667347765007,72.69841226730217,3,44.74948496640103,5,3,57.59842101428757,Mobile,Easy,Suburban,Low,0.1167191456947686,0,Normal
214.28424435837167,90.880034295169,4,75.53053231809895,9,2,46.99130607112601,Desktop,Medium,Suburban,Low,0.04998552767373665,0,Normal
192.9107501938888,83.7747490900347,2,21.28997170977719,8,1,46.06821310998178,Mobile,Easy,Suburban,Low,0.03358871216972703,0,Normal
348.2472415243185,46.442490945652345,2,49.81257039153178,8,3,48.20412387480485,Tablet,Medium,Rural,Low,0.08438648907060653,0,Normal
277.6537214674149,55.15557795144494,3,48.13678543670466,1,2,45.65325566147996,Desktop,Medium,Suburban,Low,0.0954112399636165,0,Normal
371.4000494092092,84.11156781982324,1,63.47875428664116,6,6,49.46671444755971,Desktop,Hard,Suburban,Low,0.09963774589057195,0,Normal
347.32376245735446,55.26268909692536,2,25.81890094217572,4,4,72.41344878110858,Mobile,Easy,Suburban,Low,0.0599117354382146,0,Normal
292.7171087343127,66.63050275004463,4,83.21050989808867,5,4,14.50045401592442,Mobile,Easy,Urban,Low,0.08187454137260497,0,Normal
215.3206281931595,78.25078148536828,6,37.42246414140549,0,7,41.42316458371676,Mobile,Easy,Urban,Medium,0.047626382225347486,0,Normal
148.51527753141357,55.47483317704547,4,74.16302519056082,6,4,31.014688097635165,Mobile,Hard,Rural,Low,0.07623502657485076,0,Normal
255.34850479329788,71.5806325921894,1,84.25696985952746,5,3,62.712045908493465,Desktop,Medium,Rural,Low,0.09189082643779134,0,Normal
385.6398794323472,49.98961757622693,4,64.95015649932105,3,4,42.88676745518431,Mobile,Easy,Suburban,Low,0.11058069305643031,0,Normal
321.4093744130204,60.9794853407318,4,79.27065653775884,0,4,53.395571633009695,Desktop,Hard,Suburban,Low,0.08848883172113453,0,Normal
175.42612212880118,74.79672901213806,1,72.94882497720045,8,5,66.40960166738802,Desktop,Hard,Urban,Low,0.07107988554159506,0,Normal
317.3180925851182,46.105093997024966,5,48.44238377216061,3,6,28.784855915805,Desktop,Hard,Suburban,Low,0.06835593907792353,0,Normal
338.53173797288366,76.60712106940599,2,84.70868312268523,1,3,37.08723543175278,Desktop,Easy,Rural,Medium,0.09883756775458191,0,Normal
211.61425637988668,69.70543301609978,1,43.57610959084224,7,4,64.86123554817893,Mobile,Medium,Rural,Low,0.09160782617024044,0,Normal
315.3725105945528,78.28734931625722,4,65.69703342012137,1,3,28.184058279893428,Mobile,Medium,Urban,Low,0.10234157485945217,0,Normal
